BugId,Fichier,Version
HIVE-12767,TestParquetTimestampConverter.java,1.2.1
HIVE-12767,TestParquetTimestampConverter.java,2.0.0
HIVE-15859,Rpc.java,2.1.1
HIVE-15859,RpcDispatcher.java,2.1.1
HIVE-15859,TestRpc.java,2.1.1
HIVE-15847,InPlaceUpdate.java,2.2.0
HIVE-15847,DAGSummary.java,2.2.0
HIVE-15847,RenderStrategy.java,2.2.0
HIVE-15847,TezJobMonitor.java,2.2.0
HIVE-15992,LlapTaskCommunicator.java,2.2.0
HIVE-15855,Exec.java,2.2.0
HIVE-15754,TestDbNotificationListener.java,2.2.0
HIVE-15754,HiveMetaStore.java,2.2.0
HIVE-15782,LeafFilterFactory.java,2.2.0
HIVE-15782,ParquetFilterPredicateConverter.java,2.2.0
HIVE-15782,TestParquetRecordReaderWrapper.java,2.2.0
HIVE-15809,HiveConf.java,2.2.0
HIVE-14007,HiveConf.java,2.2.0
HIVE-14007,TestCompactor.java,2.2.0
HIVE-14007,LlapRecordReader.java,2.2.0
HIVE-14007,EncodedDataConsumer.java,2.2.0
HIVE-14007,GenericColumnVectorProducer.java,2.2.0
HIVE-14007,OrcColumnVectorProducer.java,2.2.0
HIVE-14007,OrcEncodedDataConsumer.java,2.2.0
HIVE-14007,ReadPipeline.java,2.2.0
HIVE-14007,OrcEncodedDataReader.java,2.2.0
HIVE-14007,SerDeEncodedDataReader.java,2.2.0
HIVE-14007,VertorDeserializeOrcWriter.java,2.2.0
HIVE-14007,OrcStripeMetadata.java,2.2.0
HIVE-14007,TestIncrementalObjectSizeEstimator.java,2.2.0
HIVE-14007,OrcProto.java,2.2.0
HIVE-14007,BinaryColumnStatistics.java,2.2.0
HIVE-14007,BloomFilterIO.java,2.2.0
HIVE-14007,BooleanColumnStatistics.java,2.2.0
HIVE-14007,ColumnStatistics.java,2.2.0
HIVE-14007,CompressionCodec.java,2.2.0
HIVE-14007,CompressionKind.java,2.2.0
HIVE-14007,DataReader.java,2.2.0
HIVE-14007,DateColumnStatistics.java,2.2.0
HIVE-14007,DecimalColumnStatistics.java,2.2.0
HIVE-14007,DoubleColumnStatistics.java,2.2.0
HIVE-14007,FileFormatException.java,2.2.0
HIVE-14007,FileMetadata.java,2.2.0
HIVE-14007,IntegerColumnStatistics.java,2.2.0
HIVE-14007,OrcConf.java,2.2.0
HIVE-14007,OrcFile.java,2.2.0
HIVE-14007,OrcUtils.java,2.2.0
HIVE-14007,Reader.java,2.2.0
HIVE-14007,RecordReader.java,2.2.0
HIVE-14007,StringColumnStatistics.java,2.2.0
HIVE-14007,StripeInformation.java,2.2.0
HIVE-14007,StripeStatistics.java,2.2.0
HIVE-14007,TimestampColumnStatistics.java,2.2.0
HIVE-14007,TypeDescription.java,2.2.0
HIVE-14007,Writer.java,2.2.0
HIVE-14007,AcidStats.java,2.2.0
HIVE-14007,BitFieldReader.java,2.2.0
HIVE-14007,BitFieldWriter.java,2.2.0
HIVE-14007,BufferChunk.java,2.2.0
HIVE-14007,ColumnStatisticsImpl.java,2.2.0
HIVE-14007,ConvertTreeReaderFactory.java,2.2.0
HIVE-14007,DataReaderProperties.java,2.2.0
HIVE-14007,DirectDecompressionCodec.java,2.2.0
HIVE-14007,DynamicByteArray.java,2.2.0
HIVE-14007,DynamicIntArray.java,2.2.0
HIVE-14007,HadoopShims.java,2.2.0
HIVE-14007,HadoopShimsCurrent.java,2.2.0
HIVE-14007,HadoopShims_2_2.java,2.2.0
HIVE-14007,InStream.java,2.2.0
HIVE-14007,IntegerReader.java,2.2.0
HIVE-14007,IntegerWriter.java,2.2.0
HIVE-14007,MemoryManager.java,2.2.0
HIVE-14007,OrcAcidUtils.java,2.2.0
HIVE-14007,OrcIndex.java,2.2.0
HIVE-14007,OrcTail.java,2.2.0
HIVE-14007,OutStream.java,2.2.0
HIVE-14007,PhysicalFsWriter.java,2.2.0
HIVE-14007,PhysicalWriter.java,2.2.0
HIVE-14007,PositionProvider.java,2.2.0
HIVE-14007,PositionRecorder.java,2.2.0
HIVE-14007,PositionedOutputStream.java,2.2.0
HIVE-14007,ReaderImpl.java,2.2.0
HIVE-14007,RecordReaderImpl.java,2.2.0
HIVE-14007,RecordReaderUtils.java,2.2.0
HIVE-14007,RedBlackTree.java,2.2.0
HIVE-14007,RunLengthByteReader.java,2.2.0
HIVE-14007,RunLengthByteWriter.java,2.2.0
HIVE-14007,RunLengthIntegerReader.java,2.2.0
HIVE-14007,RunLengthIntegerReaderV2.java,2.2.0
HIVE-14007,RunLengthIntegerWriter.java,2.2.0
HIVE-14007,RunLengthIntegerWriterV2.java,2.2.0
HIVE-14007,SchemaEvolution.java,2.2.0
HIVE-14007,SerializationUtils.java,2.2.0
HIVE-14007,SettableUncompressedStream.java,2.2.0
HIVE-14007,SnappyCodec.java,2.2.0
HIVE-14007,StreamName.java,2.2.0
HIVE-14007,StringRedBlackTree.java,2.2.0
HIVE-14007,TreeReaderFactory.java,2.2.0
HIVE-14007,WriterImpl.java,2.2.0
HIVE-14007,ZeroCopyShims.java,2.2.0
HIVE-14007,ZlibCodec.java,2.2.0
HIVE-14007,FileDump.java,2.2.0
HIVE-14007,JsonFileDump.java,2.2.0
HIVE-14007,TestColumnStatistics.java,2.2.0
HIVE-14007,TestNewIntegerEncoding.java,2.2.0
HIVE-14007,TestOrcNullOptimization.java,2.2.0
HIVE-14007,TestOrcTimezone1.java,2.2.0
HIVE-14007,TestOrcTimezone2.java,2.2.0
HIVE-14007,TestOrcTimezone3.java,2.2.0
HIVE-14007,TestStringDictionary.java,2.2.0
HIVE-14007,TestTypeDescription.java,2.2.0
HIVE-14007,TestUnrolledBitPack.java,2.2.0
HIVE-14007,TestVectorOrcFile.java,2.2.0
HIVE-14007,TestBitFieldReader.java,2.2.0
HIVE-14007,TestBitPack.java,2.2.0
HIVE-14007,TestColumnStatisticsImpl.java,2.2.0
HIVE-14007,TestDataReaderProperties.java,2.2.0
HIVE-14007,TestDynamicArray.java,2.2.0
HIVE-14007,TestInStream.java,2.2.0
HIVE-14007,TestIntegerCompressionReader.java,2.2.0
HIVE-14007,TestMemoryManager.java,2.2.0
HIVE-14007,TestOrcWideTable.java,2.2.0
HIVE-14007,TestOutStream.java,2.2.0
HIVE-14007,TestRLEv2.java,2.2.0
HIVE-14007,TestReaderImpl.java,2.2.0
HIVE-14007,TestRecordReaderImpl.java,2.2.0
HIVE-14007,TestRunLengthByteReader.java,2.2.0
HIVE-14007,TestRunLengthIntegerReader.java,2.2.0
HIVE-14007,TestSchemaEvolution.java,2.2.0
HIVE-14007,TestSerializationUtils.java,2.2.0
HIVE-14007,TestStreamName.java,2.2.0
HIVE-14007,TestStringRedBlackTree.java,2.2.0
HIVE-14007,TestZlib.java,2.2.0
HIVE-14007,TestFileDump.java,2.2.0
HIVE-14007,TestJsonFileDump.java,2.2.0
HIVE-14007,OrcFile.java,2.2.0
HIVE-14007,OrcInputFormat.java,2.2.0
HIVE-14007,OrcRecordUpdater.java,2.2.0
HIVE-14007,WriterImpl.java,2.2.0
HIVE-14007,EncodedTreeReaderFactory.java,2.2.0
HIVE-14007,SetProcessor.java,2.2.0
HIVE-14007,TestInputOutputFormat.java,2.2.0
HIVE-14007,TestOrcFile.java,2.2.0
HIVE-14007,TestVectorizedOrcAcidRowBatchReader.java,2.2.0
HIVE-14007,SearchArgumentImpl.java,2.2.0
HIVE-15746,GenericUDFStringToMap.java,2.1.1
HIVE-15778,HiveMetaStore.java,2.1.1
HIVE-14634,HiveEndPoint.java,1.3.0
HIVE-14634,HiveEndPoint.java,2.1.1
HIVE-14634,TestStreaming.java,1.3.0
HIVE-14634,TestStreaming.java,2.1.1
HIVE-14634,TxnHandler.java,1.3.0
HIVE-14634,TxnHandler.java,2.1.1
HIVE-15679,HiveMetaStore.java,2.1.1
HIVE-15679,HiveMetaStore.java,2.2.0
HIVE-14707,GenTezUtils.java,2.2.0
HIVE-14707,GenTezWork.java,2.2.0
HIVE-14707,TestTxnCommands.java,2.2.0
HIVE-14707,TestGenTezWork.java,2.2.0
HIVE-15576,QTestUtil.java,2.2.0
HIVE-15654,TezJobMonitor.java,2.2.0
HIVE-15654,TezJobMonitor.java,2.2.0
HIVE-15563,SQLOperation.java,2.2.0
HIVE-15494,SparkTask.java,2.2.0
HIVE-15476,MetaStoreDirectSql.java,2.2.0
HIVE-15476,ObjectStore.java,2.2.0
HIVE-15421,DagUtils.java,2.2.0
HIVE-15386,SparkTask.java,2.1.1
HIVE-13452,StatsOptimizer.java,1.0.0
HIVE-13452,StatsOptimizer.java,1.1.0
HIVE-13452,StatsOptimizer.java,1.2.0
HIVE-13452,StatsOptimizer.java,2.0.0
HIVE-13452,StatsOptimizer.java,2.1.0
HIVE-14960,TestNotificationListener.java,2.1.0
HIVE-15329,MetaStoreUtils.java,2.0.0
HIVE-15329,MetaStoreUtils.java,2.1.0
HIVE-15361,GenMapRedUtils.java,2.2.0
HIVE-15361,LoadDesc.java,2.2.0
HIVE-15361,LoadFileDesc.java,2.2.0
HIVE-15361,LoadTableDesc.java,2.2.0
HIVE-15361,MoveWork.java,2.2.0
HIVE-15361,TestGenMapRedUtilsCreateConditionalTask.java,2.2.0
HIVE-15275,BeeLine.java,2.2.0
HIVE-15275,HiveCli.java,2.2.0
HIVE-15275,TestBeeLineHistory.java,2.2.0
HIVE-15239,CombineEquivalentWorkResolver.java,1.2.0
HIVE-15239,CombineEquivalentWorkResolver.java,2.1.0
HIVE-15239,PartitionDesc.java,1.2.0
HIVE-15239,PartitionDesc.java,2.1.0
HIVE-15239,VectorPartitionDesc.java,1.2.0
HIVE-15239,VectorPartitionDesc.java,2.1.0
HIVE-15257,OrcEncodedDataReader.java,2.1.0
HIVE-15257,OrcEncodedDataReader.java,2.2.0
HIVE-15237,RemoteSparkJobMonitor.java,2.1.0
HIVE-15237,SparkJobStatus.java,2.1.0
HIVE-15237,LocalSparkJobStatus.java,2.1.0
HIVE-15237,RemoteSparkJobStatus.java,2.1.0
HIVE-15237,JobHandle.java,2.1.0
HIVE-15237,JobHandleImpl.java,2.1.0
HIVE-15247,HiveMetaStoreClient.java,1.2.1
HIVE-15247,HiveMetaStoreClient.java,2.0.0
HIVE-15247,HiveMetaStoreClient.java,2.1.0
HIVE-15233,UDFUUID.java,2.2.0
HIVE-15233,TestUDFUUID.java,2.2.0
HIVE-15096,Exec.java,2.0.0
HIVE-15096,Exec.java,2.0.1
HIVE-15096,Exec.java,2.1.0
HIVE-15054,HivePairFlatMapFunction.java,2.0.0
HIVE-15030,HiveAlgorithmsUtil.java,2.1.0
HIVE-15030,HiveOnTezCostModel.java,2.1.0
HIVE-14991,HiveQueryResultSet.java,2.2.0
HIVE-14839,TestSessionManagerMetrics.java,2.1.0
HIVE-14146,HiveStringUtils.java,2.2.0
HIVE-14146,DDLTask.java,2.2.0
HIVE-14146,MetaDataFormatUtils.java,2.2.0
HIVE-14146,TextMetaDataFormatter.java,2.2.0
HIVE-14820,RpcConfiguration.java,2.0.1
HIVE-14820,TestRpc.java,2.0.1
HIVE-14727,BuddyAllocator.java,2.2.0
HIVE-14686,SemanticAnalyzer.java,1.2.1
HIVE-14686,SemanticAnalyzer.java,2.1.0
HIVE-14694,UDFRand.java,2.2.0
HIVE-14570,ErrorMsg.java,1.3.0
HIVE-14570,ErrorMsg.java,2.2.0
HIVE-14570,BaseSemanticAnalyzer.java,1.3.0
HIVE-14570,BaseSemanticAnalyzer.java,2.2.0
HIVE-14658,GenericUDFAbs.java,1.3.0
HIVE-14658,GenericUDFAbs.java,2.2.0
HIVE-14658,TestGenericUDFAbs.java,1.3.0
HIVE-14658,TestGenericUDFAbs.java,2.2.0
HIVE-14155,GenericUDFRot13.java,2.2.0
HIVE-14155,VectorStringRot13.java,2.2.0
HIVE-14155,VectorizationContext.java,2.2.0
HIVE-14617,GenericUDFMapValues.java,2.1.0
HIVE-14617,TestGenericUDFMapValues.java,2.1.0
HIVE-12656,HiveConf.java,2.1.0
HIVE-14463,TestMsgBusConnection.java,2.1.0
HIVE-14345,TableOutputFormat.java,1.1.0
HIVE-14345,TableOutputFormat.java,2.2.0
HIVE-14345,TestTableOutputFormat.java,1.1.0
HIVE-14345,TestTableOutputFormat.java,2.2.0
HIVE-13813,MetricsConstant.java,1.3.0
HIVE-13813,MetricsConstant.java,2.0.0
HIVE-13813,Driver.java,1.3.0
HIVE-13813,Driver.java,2.0.0
HIVE-14346,HiveConf.java,2.1.1
HIVE-14346,HiveConf.java,2.2.0
HIVE-14348,DDLSemanticAnalyzer.java,1.2.1
HIVE-14348,DDLSemanticAnalyzer.java,2.1.1
HIVE-14348,SemanticAnalyzerFactory.java,1.2.1
HIVE-14348,SemanticAnalyzerFactory.java,2.1.1
HIVE-14348,HiveOperation.java,1.2.1
HIVE-14348,HiveOperation.java,2.1.1
HIVE-14348,Operation2Privilege.java,1.2.1
HIVE-14348,Operation2Privilege.java,2.1.1
HIVE-14294,HiveSchemaConverter.java,1.2.1
HIVE-14294,HiveSchemaConverter.java,2.1.0
HIVE-14294,TestHiveSchemaConverter.java,1.2.1
HIVE-14294,TestHiveSchemaConverter.java,2.1.0
HIVE-14295,DropTableEvent.java,1.3.0
HIVE-14295,DropTableEvent.java,2.1.0
HIVE-14295,PreDropPartitionEvent.java,1.3.0
HIVE-14295,PreDropPartitionEvent.java,2.1.0
HIVE-14295,PreDropTableEvent.java,1.3.0
HIVE-14295,PreDropTableEvent.java,2.1.0
HIVE-14254,HiveVersionAnnotation.java,2.1.0
HIVE-14254,HiveVersionInfo.java,2.1.0
HIVE-13883,SecureProxySupport.java,1.1.1
HIVE-13883,SecureProxySupport.java,1.2.0
HIVE-13883,SecureProxySupport.java,1.2.1
HIVE-13883,SecureProxySupport.java,2.0.1
HIVE-14258,CommonJoinOperator.java,2.1.0
HIVE-14135,BeeLineOpts.java,2.2.0
HIVE-14135,BufferedRows.java,2.2.0
HIVE-14135,TestBufferedRows.java,2.2.0
HIVE-14234,TestHiveMetaStorePartitionSpecs.java,1.3.0
HIVE-14234,TestHiveMetaStorePartitionSpecs.java,2.1.0
HIVE-14234,TestObjectStore.java,1.3.0
HIVE-14234,TestObjectStore.java,2.1.0
HIVE-14141,Commands.java,2.1.0
HIVE-13887,LazySimpleSerDeBench.java,2.1.0
HIVE-13887,LazyDate.java,2.1.0
HIVE-13887,LazyTimestamp.java,2.1.0
HIVE-13887,LazyUtils.java,2.1.0
HIVE-13887,LazySimpleDeserializeRead.java,2.1.0
HIVE-14115,TaskCompiler.java,2.1.0
HIVE-13945,ConvertTreeReaderFactory.java,2.1.0
HIVE-13945,RecordReaderImpl.java,2.1.0
HIVE-13945,FileSinkOperator.java,2.1.0
HIVE-13945,VectorizationContext.java,2.1.0
HIVE-13945,CastDecimalToLong.java,2.1.0
HIVE-13945,ConvertAstToSearchArg.java,2.1.0
HIVE-13945,ConstantPropagateProcFactory.java,2.1.0
HIVE-13945,ASTBuilder.java,2.1.0
HIVE-13945,DDLSemanticAnalyzer.java,2.1.0
HIVE-13945,ParseUtils.java,2.1.0
HIVE-13945,SemanticAnalyzer.java,2.1.0
HIVE-13945,TypeCheckProcFactory.java,2.1.0
HIVE-13945,UDFToInteger.java,2.1.0
HIVE-13945,UDFToLong.java,2.1.0
HIVE-13945,UDFToShort.java,2.1.0
HIVE-13945,GenericUDAFPercentileApprox.java,2.1.0
HIVE-13945,GenericUDFLeadLag.java,2.1.0
HIVE-13945,GenericUDFOPDivide.java,2.1.0
HIVE-13945,GenericUDFPrintf.java,2.1.0
HIVE-13945,WindowingTableFunction.java,2.1.0
HIVE-13945,TestGenericUDFOPDivide.java,2.1.0
HIVE-13945,PrimitiveObjectInspectorUtils.java,2.1.0
HIVE-13945,HiveDecimal.java,2.1.0
HIVE-14142,RemoteHiveSparkClient.java,2.2.0
HIVE-14109,ExecDriver.java,2.2.0
HIVE-14109,HadoopJobExecHelper.java,2.2.0
HIVE-14109,MapredLocalTask.java,2.2.0
HIVE-14109,MergeFileTask.java,2.2.0
HIVE-14109,PartialScanTask.java,2.2.0
HIVE-14109,ColumnTruncateTask.java,2.2.0
HIVE-14126,Table.java,2.1.0
HIVE-14013,HiveStringUtils.java,2.2.0
HIVE-14013,DDLTask.java,2.2.0
HIVE-14013,MetaDataFormatUtils.java,2.2.0
HIVE-14054,HiveMetaStoreChecker.java,2.2.0
HIVE-13987,BeeLine.java,2.0.1
HIVE-13900,TestJdbcDriver2.java,2.2.0
HIVE-13900,HiveStatement.java,2.2.0
HIVE-13540,Copy.java,2.2.0
HIVE-13540,Exec.java,2.2.0
HIVE-13540,Ftp.java,2.2.0
HIVE-13540,Package.java,2.2.0
HIVE-13540,Select.java,2.2.0
HIVE-13540,Stmt.java,2.2.0
HIVE-13540,Utils.java,2.2.0
HIVE-13540,Var.java,2.2.0
HIVE-13540,TestHplsqlLocal.java,2.2.0
HIVE-13540,TestHplsqlOffline.java,2.2.0
HIVE-13834,LockRequestBuilder.java,1.3.0
HIVE-13834,LockRequestBuilder.java,2.1.0
HIVE-12405,HiveSplitGenerator.java,2.0.0
HIVE-12405,InputSplitComparatorTest.java,2.0.0
HIVE-11966,ZooKeeperHiveClientHelper.java,1.3.0
HIVE-11966,ZooKeeperHiveClientHelper.java,2.0.0
HIVE-10233,HiveConf.java,2.0.0
HIVE-10233,HashTableLoader.java,2.0.0
HIVE-10233,MemoryDecider.java,2.0.0
HIVE-10233,TezCompiler.java,2.0.0
HIVE-10233,AbstractOperatorDesc.java,2.0.0
HIVE-10233,OperatorDesc.java,2.0.0
HIVE-11031,OrcFileMergeOperator.java,0.13.0
HIVE-11031,OrcFileMergeOperator.java,0.14.0
HIVE-11031,OrcFileMergeOperator.java,1.0.0
HIVE-11031,OrcFileMergeOperator.java,1.1.0
HIVE-11031,OrcFileMergeOperator.java,1.2.0
HIVE-11031,OrcFileMergeOperator.java,2.0.0
HIVE-11031,ColumnStatisticsImpl.java,0.13.0
HIVE-11031,ColumnStatisticsImpl.java,0.14.0
HIVE-11031,ColumnStatisticsImpl.java,1.0.0
HIVE-11031,ColumnStatisticsImpl.java,1.1.0
HIVE-11031,ColumnStatisticsImpl.java,1.2.0
HIVE-11031,ColumnStatisticsImpl.java,2.0.0
HIVE-11031,OrcFileKeyWrapper.java,0.13.0
HIVE-11031,OrcFileKeyWrapper.java,0.14.0
HIVE-11031,OrcFileKeyWrapper.java,1.0.0
HIVE-11031,OrcFileKeyWrapper.java,1.1.0
HIVE-11031,OrcFileKeyWrapper.java,1.2.0
HIVE-11031,OrcFileKeyWrapper.java,2.0.0
HIVE-11031,OrcFileStripeMergeRecordReader.java,0.13.0
HIVE-11031,OrcFileStripeMergeRecordReader.java,0.14.0
HIVE-11031,OrcFileStripeMergeRecordReader.java,1.0.0
HIVE-11031,OrcFileStripeMergeRecordReader.java,1.1.0
HIVE-11031,OrcFileStripeMergeRecordReader.java,1.2.0
HIVE-11031,OrcFileStripeMergeRecordReader.java,2.0.0
HIVE-11035,ColumnProjectionUtils.java,0.14.0
HIVE-11035,ColumnProjectionUtils.java,1.0.0
HIVE-11035,ColumnProjectionUtils.java,1.1.0
HIVE-11035,ColumnProjectionUtils.java,1.2.0
HIVE-11035,ColumnProjectionUtils.java,1.3.0
HIVE-11035,ColumnProjectionUtils.java,2.0.0
HIVE-11023,MetaStoreDirectSql.java,1.2.1
HIVE-11023,MetaStoreDirectSql.java,1.3.0
HIVE-11023,MetaStoreDirectSql.java,2.0.0
